name,image,serving_size,prep_time_in_mins,cook_time_in_mins,ingredients,instructions,is_vegetarian,is_breakfast,is_lunch,is_snack,is_dinner,energy_per_serving_kcal,carbohydrate_per_serving_g,protein_per_serving_g,fat_per_serving_g,fiber_per_serving_g
Alu Pakora,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2020/06/alu-potato-pakora.jpg?w=1140&ssl=1,4,15,20,"1 cup Finely chopped potato,2 tbsp Chopped onion,1 tsp Chopped green chili,1/2 tsp Ginger paste,1/4 tsp Roasted cumin powder,1/4 tsp Roasted coriander powder,1 tsp Chopped coriander leaves,3 tsp+1 tsp Gram flour,To taste Salt","1. Add all ingredients in a bowl except oil. Add a little amount of water. Now mix with your hand. Batter shouldn’t be thin, it should be a bit dry.

2. Heat oil in a pan for deep fry on medium flame. Take some batter and make a shape like pakora or chop however you want. Fry slowly on medium-low heat patiently till brown. When it’s done take them out of the oil using a strainer and leave on a tissue paper for a while to absorb excess oil. Serve warm with your favorite ketchup or chutney. ",1,0,0,1,0,180,21,4,10,3
Badhakopir Pakora,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2020/02/badhakopir-cabbage-pakora.jpg?w=1140&ssl=1,4,15,15,"1 cup Finely chopped cabbage,1/2 cup Grated carrots,2 tbsp Chopped onion,1 tbsp Chopped green chilies,2 tbsp Chopped coriander leaves,1/2 tsp each Ginger-garlic pastes,1/2 tbsp Roasted cumin powder,1/2 tsp Roasted coriander powder,1 tbsp Corn flour,1/2 cup Gram flour,To taste Salt,1/2 tsp each Oregano-parsley (optional),To deep fry Vegetable/soybean oil","1. Add all ingredients in a bowl except oil. Now mix with your hands. You can add a little bit of water if required. Batter shouldn’t be too thick or too thin.

2. Heat oil in a pan for deep fry on medium flame. Take some batter and make a shape like pakora or chop whichever you want. Fry slowly on medium-low heat patiently till brown. When it’s done take them out of the oil using a strainer and leave on a tissue for a while to absorb excess oil. Serve warm with your favorite ketchup or chutney. ",1,0,0,1,0,210,26,5,11,3
Crispy Beguni,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/06/crispy-beguni-recipe.jpg?w=1140&ssl=1,6,20,20,"1 pc Brinjal/eggplant/aubergine,1 cup Gram flour,1 tbsp Rice flour,1 tbsp Corn flour,1/2 tsp Ginger paste,1/2 tsp Garlic paste,1/2 tsp Roasted cumin powder,1/2 tsp Roasted coriander powder,1 tsp Dried red chili powder,To deep fry Vegetable oil,To taste Salt,1 tsp Vegetable oil","1. Wash the eggplant, cut into half or quarter and again cut each piece into thin slices. Make sure they are thin enough so that they are well cooked and do not absorb too much oil while frying.

2. For batter, mix gram flour, rice flour, corn flour, garlic-ginger paste, roasted cumin powder, roasted coriander powder, dried red chili powder, salt and oil all together. Now add water of room temperature gradually to make a soft paste that should not be too thick or too thin.

3. Heat oil in a pan on medium heat. Take a slice, deep into the batter and deep fry into the oil with 3-4 slices together. When it starts swelling, throw hot oil on them using the spatula or a spoon. This process makes both sides fluffy & crispy. Turn other side up and fry. The slices should be fried long with medium heat till it turns into dark or reddish and crispy eggplant/beguni. After fry use a strainer to take them out from the oil and keep them on kitchen napkins to soak extra oil. Serve warm and spread some chili powder and black salt on top for a nice flavor and taste.",1,0,0,1,0,190,23,5,10,3
Chinese Vegetable with Chicken,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/12/chinese-vegetable-recipe.jpg?w=1140&ssl=1,4,20,20,"1/2 cup Boneless chicken,1/4 tsp Ginger paste,1/4 tsp Garlic paste,1 & 1/2 tsp Soy sauce,3/4 tsp Black pepper powder,1 cup Sliced carrot,1 cup Cauliflower pieces,1 & 1/2 cup Chopped cabbage,3 tbsp Vegetable/soybean oil,1 pc Egg,1 tsp Tomato sauce,2 pcs Onion, cube-cut,4-5 pcs Green chili, chopped,2 tbsp Corn flour,As per requirement Water,To taste Salt,To taste Sugar, optional,As per requirement Chopped spring onion, optional","1. Cut chicken into small pieces, wash & drain. Mix with salt, ginger-garlic pastes, soy sauce & black pepper powder and marinate for 10 minutes.

2. Heat required amount of water with some salt in a pan on high heat and bring the water to boil. Salt helps in keeping the colors of veggies. Add hard veggies like carrot, cauliflower etc. and boil for a minute. Add soft veggies like cabbage, bean etc. and boil for another minute till half cooked. Drain water, but save the veggies stock for later use.

3. Heat oil in a pan on high heat. Take a beaten egg with salt, pour into the pan and fry to make egg scrambles. Keep it aside. Now heat remaining oil in the same pan and add marinated chicken. Fry for 2-3 minutes. Then add boiled veggies. Also add soy sauce, black pepper powder and tomato sauce. Stir to mix everything well. Add onion, green chilies and 1 & 1/2 cups of vegetable stock saved before. Cook for around 6-7 minutes.

4. When vegetables are cooked well, add scrambled eggs and mix. Check and adjust the taste of salt this time. Now mix 2 tbsp corn flour & 2 tbsp normal water in a bowl and add this mixer to the vegetables add stir thoroughly to avoid balling of corn flour. The sauce gets thick after adding the cornflour mixture. Cook for just one more minute and your Chinese Vegetable is ready. Optionally you can sprinkle some chopped spring onions on top. Now serve warm with Chinese fried rice. ",0,0,1,0,1,225,17,11,13,3
Vegetable Egg Noodles,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/11/vegetable-egg-noodles.jpg?w=1140&ssl=1,2,15,30,"250 gm Stick noodles,2 pcs Egg,1/2 cup Chopped carrot,1/2 cup Chopped cauliflower,1/2 cup Chopped cabbage,1/3 cup Chopped bean,1/3 cup Chopped onion,2-3 pcs Sliced or chopped green chilies,1 tsp Minced garlic,3 tbsp Vegetable/Soybean oil,1/2 tsp Crushed black pepper or powder,1 tsp Ajinomoto/tasting salt (optional),1 tbsp Soy sauce,To taste Salt,1 tsp Sugar (optionanl)","1. Boil water in a pan with 4 cups water or enough to boil the required amount of noodles and 1 tsp oil.

2. When the water starts boiling add noodles and boil till 80% cooked. Always add noodles in boiling water, never in cold or lukewarm. Pour in a strainer to drain, wash with clean cold water and drain again.

3. Heat 2 tbsp oil in a pan, add beaten eggs with salt and scramble them with spatula. Fry till well done. Take them out and keep it aside. Now in a same pan heat another 1 tbsp oil, add hard vegetables first like cauliflower, carrot etc. and keep stirring to fry on high to medium-high heat till half-cooked.

4. Now add the soft veggies like cabbage, capsicum, beans, green peas etc. and fry for a while. Add salt considering the salt in soy sauce to be added later.

5. Add green chili and onion and after a while crushed black pepper or powder and stir. Add boiled noodles, scrambled egg, sugar (optional), Ajinomoto/tasting salt(optional) and soy sauce and keep stirring to mix them very well. Lastly spread some spring onion on top (optional). Serve warm.",1,1,1,1,1,365,48,10,15,4
Kacha Aam Vorta,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/06/green-mango-kacha-aam.jpg?w=1140&ssl=1,4,15,10,"2 pcs Green mango,1 tsp Whole Mustard,2/3 pcs Green chilli,To taste Salt,To taste Sugar,1/2 pcs Dried red chili,To taste Black salt","1. Cut mango into thin slices and small pieces with a peeler or grate them. Keep aside.

2. Now make a paste of mustard and green chili.

3. Mix the mango pieces with this paste, salt and sugar thoroughly. Now it’s ready to serve.",1,0,0,1,0,95,22,1,1,3
Fulkopir Pakora,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/01/cauliflower-fulkopir-pakora.jpg?w=1140&ssl=1,6,15,15,"1 pc Cauliflower, medium size,1 cup Gram flour,1 tbsp Corn flour,1 tsp Ginger paste,1/2 tsp Garlic paste,1/2 tsp Cumin powder,1/2 tsp Roasted coriander powder,1 tsp Dried red chili powder,To taste Salt,To deep fry Vegetable/soybean oil","1. Cut cauliflower into pieces, boil to 75% done with water & some salt and drain.

2. Add all ingredients in a bowl, mix well and make a smooth batter adding water gradually. Batter shouldn’t be too thick.

3. Heat oil in a pan for deep fry on medium flame. Fry the cauliflower pieces dipping into the batter. Fry slowly on medium-low heat till brown. Serve warm with ketchup.",1,0,0,1,0,215,28,5,10,4
Jhura Nimki,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2017/04/salt-crackers-nimki.jpg?w=1140&ssl=1,6,20,30,"1 cup Wheat flour,1 tbsp Vegetable/soybean oil,1 tsp Black cumin,1/2 tsp Dried red chili powder,2 cups Vegetable/soybean oil to fry,As per requirement Water,To taste Salt","1. Take wheat flour in a bowl. Add salt, black cumin, red chili powder & oil and mix well. Add some water to make medium soft dough. Cover the dough with wet cloth for 20 min.

2. Knead the dough for few minutes, cut into pieces and make small balls. Take a ball and flatten the dough into a very thin bread as much as you can like roti. Now roughly cut them into small pieces.

3. Heat some oil in a pan for deep fry. Add your crackers and deep fry them till they turn into brown and crispy. Drain the oil and spread on a tissue paper so that it soaks the extra oil.",1,0,0,1,0,235,28,4,14,2
Fulkopir Data Chochchori,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2021/11/fulkopi-data-recipe.jpg?w=1140&ssl=1,4,15,30,"200 gm Cauliflower stem,1 pc Brinjal,1 pc Raw banana,1 pc Potato,1/2 cup Pumpkin,1 tbsp Chopped onion,1 tsp Chopped garlic,1 tsp Cumin,2 pcs Red chili,4/5 pcs Green chili,1 pc Bay leaf,1 tsp Turmeric powder,2 tbsp Oil,To taste Salt,4/5 pcs Bori","1. Cut cauliflower into thin slices. Boil into hot water for 2 minutes and drain. Cut all the other vegetables into small pieces. Wash and drain well. Now boil them all together with some water, salt, turmeric powder and green chilies till everything cooks well and water is dried.

2. Now take a sauce pan and heat some oil in it. Add onion, garlic, dried red chilies, bay leaves and cumin. Stir till everything turns into golden brown color.

3. Now add crushed borries and stir for 1 to 2 minutes. Then add boiled vegetables and mix everything well for a while and it’s ready to serve warm with plain rice. You can add some small shrimps for more taste and flavor.",1,0,1,0,1,160,28,3,7,5
Cholar Ghugni,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2021/08/cholar-ghugni-recipe.jpg?w=1140&ssl=1,4,10,40,"500 gm Chickpeas,1/2 cup Chopped onion,4/5 pcs Garlic cloves,6/7 pcs Green chilies,1 tsp Turmeric powder,1/2 cup Oil,To taste Salt,1 medium in size Potato","1. Wash chickpea and soak in water for minimum 4 to 8 hours. You can soak it overnight if you have time. Then wash again and drain well.

2. Heat 2 tbsp vegetable/soybean oil in a pressure cooker. You can use a pan instead. But pressure cooker takes less time to cook properly. Then add soaked chickpeas, onion, garlic, slice chilies, turmeric powder, salt and water. Cook up to 6 to 8 whistles.

3. Now add chopped potatoes and again cover with the lid and cook till 3 to 4 whistles on medium heat. The chickpeas should perfectly done.

4. Now in a pan add oil and chopped onion. Fry them till turn into red brown in color. Add chickpeas in it and fry for 2 to 5 minutes.

5. Now time to serve, here the amount of ingredients depends on your choice and taste. Pour the cooked chickpeas in a bowl. Now add chopped cucumber, tomato, coriander leaves, green chili, onion, and it is ready to be served. You can also squeeze a fresh lemon and mix everything before serve. It will add extra taste and flavor for sure!",1,0,0,1,0,345,38,11,22,9
Mug Dal Pepe Ghonto,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2021/05/pepe-mug-dal-recipe.jpg?w=1140&ssl=1,4,10,20,"1 cup Chopped papaya,1/2 cup Mung dal,2 tbsp Chopped onion,2 tbsp Chopped garlic,2 pcs Green chilies,1 pc Red chili,1/2 tsp Turmeric powder,2 tbsp Oil,To taste Salt,1/2 tsp Whole cumin","1. In a pan take chopped papaya, mung dal, onion, green chilies, garlic, salt, oil, turmeric powder and water to cook everything very well. You can use pressure cooker for this.

2. When water is dried mash with a masher.

3. In a fry pan heat oil. Add chopped onion, chopped garlic, red chili & cumin and fry till brown. Now add this in the dal.

4. Cook for 2 to 5 minutes. Sprinkle some chopped fresh coriander leaves and turn the flame off.",1,0,1,0,1,180,23,7,9,4
Kochu Shak Ghonto,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2020/11/kochu-shak-ghonto-recipe.jpg?w=1140&ssl=1,4,30,30,"2 pcs Taro stem,1/2 cup Mashed prawns,2 tbsp Chopped onion,1 tbsp Chopped garlic,8-10 pcs Green chilies,2 pcs Bay leaves,1 tsp Turmeric powder,1/2 tsp Mustard paste,3 tbsp Oil,To taste Salt","1. Cut taro stems into small pieces after peeling off. Wash and drain well. Now boil with 2 cups of water till 80% cooked. Then drain and wash again with normal water.

2. Now heat some vegetable oil in a sauce pan. Add chopped onions, chopped garlic, green chilies & bay leaf and stir for 2 minutes to remove the raw smell. Add mashed prawn, mustard paste, turmeric powder and salt. Add little bit of water and cook for 2 minutes.

3. Add boiled taro stems and give a nice mix. Now mash with a spatula and keep stirring continuously. When the water is dried add some chopped green chilies and cook for another 2 minutes. Turn the heat off and serve warm.",1,0,1,0,1,160,12,7,11,3
Sojne Data,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/05/sojne-data-drumstick-recipe.jpg?w=1140&ssl=1,6,10,25,"250 gm Moringa Drumstick,1 pc Potato (Medium size),2 tbsp Chopped onion,1 tsp Dried red chili powder,1 tsp Mustard paste,1/2 tsp Cumin powder,1 tsp Turmeric powder,2 pcs Tomato,2 tbsp Vegetable/soybean oil,To taste Salt","1. Heat oil in a pan, add onion and stir for some times. Add drumsticks, potatoes, salt, chili powder and stir for a while. Now add 1 cup of water and cook till water dried.

2. Add turmeric powder when the water is almost dried and stir for a while. Now add mustard paste, cumin powder and stir for couple of minutes to mix everything well. Add one and half cups of water, or as you want the consistency of your curry. Then cover and cook till everything is boiled perfectly.

3. Add tomato pieces and cook another 2-3 minutes. Easy, nutritious and tasty drumstick curry is ready to be served warm with plain rice.",1,0,1,0,1,145,16,3,10,3
Dhoniya Pata Jolpai Vorta,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/12/dhoniya-pata-vorta.jpg?w=1140&ssl=1,4,15,15,"200 gm Cilantro/coriander leaves,1 pc Fresh olive pieces without seed,4 pcs/to taste Dried red chili,2 pcs/to taste Green chili,2 pcs Onion, medium, cube-cut,4 pcs Garlic cloves, large,1 tbsp Mustard oil,1/2 tsp Cumin powder, optional,To taste Salt","1. Remove roots of coriander leaves/cilantro if required, wash and drain properly. Keep aside.

2. Heat 1 tbsp oil in a fry pan and fry dried & green chilies for a while on medium flame. Before adding break the tip of green chilies so that they don’t burst out while frying. Take them out and keep aside.

3. Fry onions & garlics to brown in the same pan with remaining oil, take them out and keep aside.

4. Add coriander leaves/cilantro in the same pan, cover and cook for a while to soften and release water. Take the lid off and stir till water is dried.

5. Now add all the fried ingredients, salt, mustard oil, olive pieces & cumin powder in a blender and blend to smooth paste. Mashed coriander leaves/cilantro with olive is ready to serve warm with rice. It can also be served as chutney with fried items like pakora.",1,0,1,0,1,120,14,2,8,4
Kanchkolar Chop,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/09/kanchkolar-chop-cutlet.jpg?w=1140&ssl=1,4,10,30,"4 pcs Green banana,1/2 tsp each Ginger-garlic pastes,2 tbsp Fried onion,1 tsp Chopped green chilies,1/2 tsp Roasted coriander powder,1/2 tsp Cumin powder,Just a pinch Cardamom powder,As required Chopped coriander leaves,To taste Salt,2 tbsp Cornflour,To shallow fry Vegetable/soybean oil","1. Take 4 green bananas and cut into halves. Now boil them in water and drain. Then peel off the bananas and mash them in a bowl.

2. Add fried onion, chopped green chilies, coriander leaves, ginger-garlic pastes, cumin powder, roasted coriander powder, cardamom powder, salt and corn flour. Mix everything well.

3. Now take small amount of banana mash and make cutlet or patty shape and cover with breadcrumb. Repeat the process again and make all the cutlets. Then keep those cutlets in refrigerator for 30 minutes.

4. Heat oil in a frying pan. Shallow fry the cutlets on medium-low heat till it turns into deep brown in color. Then take them out of the oil and keep on a tissue to absorb excess oil. Serve with rice or your favorite ketchup.",1,0,0,1,0,200,28,4,11,3
Oler Data Kathal Bichi,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/07/arum-stem-jackfruit-seed.jpg?w=1140&ssl=1,4,15,20,"5-6 pcs Elephant arum stem,250 gm Jack fruit seeds,6-7 pcs Sliced green chilies,2 tbsp Chopped onion,2 pcs Cinnamon,2 pcs Cardamom,1 tsp Mustard paste,1/2 tsp Cumin powder,1/2 tsp each Ginger-garlic paste,1 tsp Turmeric powder,1/4 cup Vagetable/soybean Oil,To taste Salt,1 pc Bay leaf","1. Cut elephant arum stems and jackfruit seeds into thin and small pieces. Wash and drain well. Now boil with 2 cups of water for 2 to 3 minutes. Then drain and wash again with normal water.

2. Now heat some vegetable oil in a sauce pan. Add chopped onions, chilies, bay leaf, cinnamon, cardamom and stir for 2 minutes to remove the raw smell. Add arum pieces and seeds this time. Give a nice mix. Add salt, chilies and some water, cover the pan with the lid and cook for 5-7 minutes until they become tender.

3. Add mustard paste, cumin powder, garlic paste, ginger paste and turmeric powder until it starts releasing oil. Add some water and cook for another 5 to 10 minutes. When the water is dried, turn the heat off and serve warm.",1,0,1,0,1,180,30,5,10,5
Chana Dal,"https://static.wixstatic.com/media/05c508_f2f1e5a07e17421d92409aa03e49588a~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_f2f1e5a07e17421d92409aa03e49588a~mv2.jpg",4,15,35,"Chana Dal (Split Chickpeas) - 1 cup,Water - 3½ cups,Turmeric Powder - ½ tsp, Salt - ½ tsp + ¼ tsp + to taste,For Tarka: Cooking Oil - 2½ tbsp,Cumin Seeds - 1 tsp,Cinnamon Sticks (small) - 2,Cloves - 3,Black Peppercorns - 5-6,Bay Leaf - 1,Garlic (chopped) - 2 tsp,Ginger (chopped) - 1 tsp,Green Chilies (finely chopped) - 2-3,Onion (chopped, white or red) - 1 cup,Tomatoes (chopped) - 2 small,Red Chili Powder - ½ tsp,Coriander Powder - 1 tsp,Roasted,Cumin Powder - ½ tsp,Spinach (chopped) - 100 gm,Garam Masala - ¼ tsp,Kasuri,Methi (Dried Fenugreek Leaves) - ½ tsp,Ghee - 1 tbsp,Lemon or Lime Juice - 1 tsp,For Garnish: Ginger (sliced, for garnish),Fresh Coriander (chopped, for garnish),Green Chili (for garnish)","1. Soak the Chana Dal: Soak 1 cup of chana dal in water for over an hour.

2. Cook the Dal: Drain the dal and transfer it to a pan. Add 3½ cups of water, ½ tsp of turmeric, and ½ tsp of salt. Bring to a simmer, then lower the heat and cook until the dal is tender.

3. Prepare the Tarka: Heat 2½ tbsp of cooking oil in a pan. Once hot, add 1 tsp of cumin seeds, 2 small cinnamon sticks, 3 cloves, 5-6 black peppercorns, and 1 bay leaf. Stir for 30-40 seconds until fragrant.

4. Add Garlic and Ginger: Add 2 tsp of chopped garlic and 1 tsp of chopped ginger to the pan. Fry until the raw smell disappears.

5. Add Onions and Chilies: Incorporate 2-3 finely chopped green chilies and 1 cup of chopped onion. Season with ¼ tsp of salt. Fry until the onions turn light brown.

6. Add Tomatoes and Spices: Add 2 small chopped tomatoes, ½ tsp of salt (to taste), ½ tsp of red chili powder, ½ tsp of turmeric, 1 tsp of coriander powder, and ½ tsp of roasted cumin powder. Sauté until the oil separates from the mixture, about 2-3 minutes. Add a splash of water if needed to prevent sticking.

7. Mix in Spinach: Add 100 gm of chopped spinach and stir well for 2-3 minutes.

8. Combine with Cooked Dal: Add the cooked dal to the mixture. Pour in 1 cup of water, ¼ tsp of garam masala, ½ tsp of kasuri methi, and 1 tbsp of ghee. Mix everything well.

9. Simmer: Let the dal simmer on low heat for 3-4 minutes.

10. Final Touches: Turn off the heat. Stir in 1 tsp of lemon or lime juice to taste.

11. Garnish and Serve: Garnish with sliced ginger, chopped coriander, and green chili. Serve hot with porota, roti, or rice.",1,1,1,0,1,241,25,7,14,7
Keema Chaap,"https://static.wixstatic.com/media/05c508_29977ff1a0574b84beee34bc5a3b4fcd~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_29977ff1a0574b84beee34bc5a3b4fcd~mv2.jpg",4,20,40,"500g minced chicken,1¼ tsp garlic paste,½ tsp ginger paste,1½ tsp freshly ground coriander,1 tsp red chili powder,1 tsp roasted cumin powder,½ tsp garam masala,1 tsp chaap powder mix (made from a small cinnamon stick,3 cloves,and ½ tsp of white pepper,ground in a mortar and pestle),3 tbsp chopped fresh coriander,1 tsp chopped green chili,1¼ tsp salt,or to taste,1 egg,¼ cup bread crumbs,plus extra for coating,1 tbsp ghee","1. In a bowl, combine minced meat, garlic paste, ginger paste, ground coriander, red chili powder, roasted cumin, garam masala, 1 tsp of the prepared chaap powder mix, chopped coriander, green chili, and salt. Mix thoroughly.

2. Beat the egg and mix it into the meat along with ¼ cup of bread crumbs. Ensure everything is well-combined.

3. Take a handful of the meat mixture and form it into a ball. On a separate plate, spread out some bread crumbs.

4. Roll the meatball in the bread crumbs, then flatten it into a thin patty on the plate.

5. Heat ghee in a frying pan over medium heat. Once warm, place the patties in the pan.

6. Fry the patties until they are golden brown on both sides. Use a spatula to gently press down on the patties as they cook, helping them maintain their shape.

7. Once cooked, remove the patties from the pan and serve them hot with a salad and your favorite chutney.",0,1,0,1,0,358,8,30,23,1
Mixed Vegetable,"https://static.wixstatic.com/media/05c508_c31e8dc62afb48c9b483235646d4f744~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_c31e8dc62afb48c9b483235646d4f744~mv2.jpg",4,20,30,"For the Main Dish: Carrot: 1,Potato: 1,Cauliflower: 1¼ cups,Pumpkin: ½ cup, Cabbage: 1½ cups, Green chilies: 6-7 slit,Split chickpea (Chana dal): ½ cup,soaked for 8 hours,Turmeric: ¾ tsp,Red chili powder (Kashmiri or Paprika): ½ tsp,Onion: 2 tbsp,sliced Garlic: 1 tsp,sliced, Ginger: ½ tsp,crushed and chopped,Salt: 1½ tsp to taste,Bay leaves: 2,Water: 1½ cup + 1 cup as needed,For the Bagar (Temper): Oil: 3 tbsp, Dry red chilies: 3,Panch phoron: 1 tsp Garlic: 1½ tsp,sliced, Ginger: 1 tsp,crushed, Onion: 4 tbsp,sliced,For Garnish: Coriander powder: ¼ tsp (not roasted),Garam masala: ¼ tsp,Roasted cumin powder: 1 tsp,Fresh coriander: 2 tbsp chopped","Cook the Main Dish: 

1. In a large pot, mix together the carrots, potatoes, cauliflower, pumpkin, cabbage, green chilies, soaked split chickpeas, turmeric, red chili powder, onion, garlic, ginger, salt, bay leaves, and 1½ cups of water. Cover and cook on high heat for 10 minutes.

2. Stir and Simmer: After 10 minutes, stir the mixture. Add another cup of water as needed. Cover again and cook on medium heat for 15-16 minutes, stirring occasionally, until the vegetables are tender.

Prepare the Bagar (Temper):

3. Heat 3 tablespoons of oil in a small pan.

4. Add dry red chilies and panch phoron, and sauté for 20 seconds.

5. Add 1½ teaspoons of sliced garlic, 1 teaspoon of crushed ginger, and 4 tablespoons of sliced onion.

6. Sauté until the onions turn brown.

7. Combine Bagar with Vegetables: Pour the bagar over the cooked vegetables. Mix gently to combine.

8. Add Final Spices for Garnish: Sprinkle coriander powder, garam masala, and roasted cumin powder over the vegetables. Add fresh chopped coriander.

9. Final Cooking: Mix everything well. Cover and cook over the lowest heat for another 3 minutes to allow the flavors to meld.",1,1,0,0,0,168,28,6,5,7
Hotel-style Sobji,"https://static.wixstatic.com/media/05c508_9d575939266844bc94edb24149bb8393~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_9d575939266844bc94edb24149bb8393~mv2.jpg",4,25,30,"1 large carrot,1 cup butternut squash,1 cup green papaya,2 green peppers,1 cup potato,7-8 green chilis smashed,2½ tbsp cooking oil,2 tsp panch phoron,1½ cups thinly sliced onions,1 tbsp garlic paste,1 tbsp ginger paste,2 tbsp water,1 tsp red chili powder,½ tsp turmeric powder,1 tsp salt (or to taste),1 cup water (more if needed),½ tsp coriander powder,½ tsp roasted cumin powder,½ tsp garam masala,A big pinch of sugar","1. Prep the Ingredients: Cut all your vegetables into cube sizes. Smash 7-8 green chilis using a mortar and pestle. Set aside.

2. Saute Spices: In a large pan, heat 2½ tbsp cooking oil. Add 2 tsp panch phoron and sauté for 30-40 seconds.

3. Add Onions: Add 1½ cups of thinly sliced onions and sauté until light brown.

4. Garlic and Ginger Paste: Once the onions change color, add a splash of water along with 1 tbsp of garlic paste. Mix well. Add the reserved smashed green chilis and 1 tbsp of ginger paste. Sauté for another 30 seconds.

5. Spice It Up: Add 2 tbsp of water followed by 1 tsp red chili powder, ½ tsp turmeric, and 1 tsp of salt. Sauté for 2 minutes over medium heat.

6. Add Veggies: Add all the prepped vegetables. Mix well with the spices over high heat.

7. Cover and Cook: Turn the heat to medium-high. Cover and cook for 5 minutes, stirring occasionally to prevent burning.

8. More Water: After 5 minutes, add 1 cup of water (add more if needed). Cover and cook until all the vegetables are tender, around 10-12 minutes over low heat.

9. Final Seasoning: Taste the salt and adjust the seasoning by adding salt to taste. Then add ½ tsp each of coriander powder, roasted cumin powder, and garam masala. Mix well and cook for another 1-2 minutes.

10. The Final Touch: Add a big pinch of sugar, mix well, and you're done!",1,1,1,0,1,201,29,3,10,6
Chicken Nihari,"https://static.wixstatic.com/media/05c508_92810d93ff354d1dbb38caa58ddf66fb~mv2.jpg/v1/fill/w_740,h_740,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/05c508_92810d93ff354d1dbb38caa58ddf66fb~mv2.jpg",6,30,90,"½ cup whole wheat flour (Atta),½ cup ghee,3 medium-sized thinly sliced onions,Big pinch of salt,1 whole chicken, cut into large pieces,1½ tsp ginger powder,2 tbsp fennel seeds,1 cup water,1 tbsp garlic paste,1 tbsp ginger paste,1 tbsp red chili powder,Additional 1½ tsp salt, to taste,2½ cups hot water,1 tsp garam masala,¼ cup water for garam masala mix","1. Fry the Flour: Start by toasting ½ cup of whole wheat flour in a pan over medium heat for 2-3 minutes until it becomes fragrant. Transfer it to a plate and set aside to cool.

2. Prepare the Base: In a deep pan, heat ½ cup of ghee and add the sliced onions along with a big pinch of salt. Sauté until the onions are soft but not colored.

3. Cook the Chicken: Add in the whole chicken pieces, another pinch of salt, and 1½ tsp of ginger powder. Sauté everything for about 5 minutes on medium heat.

4. Flavor Sachet: Fold a cheesecloth a few times and place 2 tbsp of fennel seeds inside. Tie the cloth securely and add it to the pan. Continue to sauté for another 10 minutes on medium heat. The onions should meld seamlessly into the juices released by the chicken.

5. Infuse More Flavor: In a separate bowl, mix 1 cup of water with 1 tbsp each of garlic and ginger paste. Add this mixture to the pan and cook on high heat for 3 minutes.

6. Spice It Up: Add 1 tbsp of red chili powder and 1½ tsp of salt to the pan. Mix well.

7. Simmer: Pour in 2½ cups of hot water, bring everything to a boil, cover the pan, and let it cook for 10 minutes on medium heat.

8. Fennel Sachet: Remove the sachet of fennel seeds from the pot and squeeze out any trapped flavors using tongs.

9. Thicken the Gravy: In 1½ cups of water, mix the previously toasted whole wheat flour to make a thin mixture. Slowly add this to the gravy, stirring continuously until you reach your desired consistency. You may not need to use the whole mixture.

10. Finishing Touch: Combine 1 tsp of garam masala with ¼ cup of water and add this to the Nihari. Cover the pan and turn off the heat. Let it rest for 5 minutes to allow the flavors to meld.",0,1,1,0,1,633,17,39,47,4
